name,line,PlaceIsol,drug,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope,,
211216_YST7_R13_B_FLC_48hr,YST7,R13,FLC,6,10,12,0.09,0.32,0.32,48.9,,
220120_YST7_R13_A_FLC_48hr,YST7,R13,FLC,8,10,14,0.21,0.17,0.29,45.3,,
220120_YST7_R13_B_FLC_48hr,YST7,R13,FLC,8,13,16,0.2,0.29,0.34,36,,
211216_YST7_R14_A_FLC_48hr,YST7,R14,FLC,7,9,13,0.17,0.24,0.35,50.6,,
211216_YST7_R14_B_FLC_48hr,YST7,R14,FLC,7,9,13,0.17,0.23,0.36,57.3,,
220120_YST7_R14_A_FLC_48hr,YST7,R14,FLC,8,11,15,0.21,0.24,0.33,42.5,,
220120_YST7_R14_B_FLC_48hr,YST7,R14,FLC,8,11,18,0.12,0.23,0.39,44.7,,
211216_YST7_R15_A_FLC_48hr,YST7,R15,FLC,6,8,11,0.12,0.2,0.31,57.4,,
211216_YST7_R15_B_FLC_48hr,YST7,R15,FLC,7,11,13,0.15,0.32,0.3,64.6,,
220120_YST7_R15_A_FLC_48hr,YST7,R15,FLC,8,11,13,0.11,0.25,0.25,67.5,,
220120_YST7_R15_B_FLC_48hr,YST7,R15,FLC,8,11,13,0.21,0.25,0.28,59.4,,
211216_YST7_R16_A_FLC_48hr,YST7,R16,FLC,7,9,13,0.12,0.17,0.31,59.4,,
211216_YST7_R16_B_FLC_48hr,YST7,R16,FLC,7,9,14,0.1,0.21,0.35,51.1,,
220120_YST7_R16_A_FLC_48hr,YST7,R16,FLC,7,10,14,0.21,0.27,0.35,35.8,,
220120_YST7_R16_B_FLC_48hr,YST7,R16,FLC,8,11,16,0.29,0.3,0.41,39.1,,
211216_YST7_R17_A_FLC_48hr,YST7,R17,FLC,6,7,11,0.12,0.15,0.35,70.5,,
211216_YST7_R17_B_FLC_48hr,YST7,R17,FLC,6,7,11,0.16,0.19,0.35,59,,
220120_YST7_R17_A_FLC_48hr,YST7,R17,FLC,7,9,13,0.2,0.2,0.32,53.3,,
220120_YST7_R17_B_FLC_48hr,YST7,R17,FLC,7,10,14,0.19,0.26,0.33,45.3,,
211216_YST7_R18_A_FLC_48hr,YST7,R18,FLC,6,7,11,0.15,0.19,0.39,62.1,,
211216_YST7_R18_B_FLC_48hr,YST7,R18,FLC,6,7,11,0.15,0.17,0.38,66.5,,
220120_YST7_R18_A_FLC_48hr,YST7,R18,FLC,7,9,13,0.22,0.21,0.32,59.8,,
220120_YST7_R18_B_FLC_48hr,YST7,R18,FLC,7,9,13,0.19,0.22,0.33,57,,
220113_YST7_R19_A_FLC_48hr,YST7,R19,FLC,7,8,12,0.16,0.13,0.31,60,,
220113_YST7_R19_B_FLC_48hr,YST7,R19,FLC,7,9,12,0.09,0.18,0.29,74.6,,
220120_YST7_R19_A_FLC_48hr,YST7,R19,FLC,8,9,13,0.15,0.17,0.32,59.8,,
220120_YST7_R19_B_FLC_48hr,YST7,R19,FLC,6,8,11,0.6,0.36,0.38,62,,
220113_YST7_R20_A_FLC_48hr,YST7,R20,FLC,7,8,11,0.21,0.2,0.32,67.6,,
220113_YST7_R20_B_FLC_48hr,YST7,R20,FLC,8,9,13,0.13,0.15,0.3,71.1,,
220120_YST7_R20_A_FLC_48hr,YST7,R20,FLC,7,9,14,0.12,0.18,0.35,54.6,,
220120_YST7_R20_B_FLC_48hr,YST7,R20,FLC,8,11,14,0.09,0.25,0.29,54.6,,
220113_YST7_R21_A_FLC_48hr,YST7,R21,FLC,7,9,12,0.2,0.2,0.3,61,,
220113_YST7_R21_B_FLC_48hr,YST7,R21,FLC,7,9,12,0.17,0.21,0.29,55.9,,
220120_YST7_R21_A_FLC_48hr,YST7,R21,FLC,8,10,14,0.12,0.21,0.31,54,,
220120_YST7_R21_B_FLC_48hr,YST7,R21,FLC,8,10,15,0.21,0.23,0.34,54.3,,
220113_YST7_R22_A_FLC_48hr,YST7,R22,FLC,8,9,13,0.12,0.18,0.3,61.7,,
220113_YST7_R22_B_FLC_48hr,YST7,R22,FLC,7,10,13,0.2,0.25,0.34,58,,
220120_YST7_R22_A_FLC_48hr,YST7,R22,FLC,7,9,13,0.29,0.3,0.35,44.7,,
220120_YST7_R22_B_FLC_48hr,YST7,R22,FLC,8,10,13,0.13,0.2,0.28,60.1,,
220113_YST7_R23_A_FLC_48hr,YST7,R23,FLC,8,9,13,0.17,0.16,0.31,56,,
220113_YST7_R23_B_FLC_48hr,YST7,R23,FLC,7,9,12,0.18,0.2,0.31,58.9,,
220120_YST7_R23_A_FLC_48hr,YST7,R23,FLC,8,10,13,0.19,0.24,0.28,55.7,,
220120_YST7_R23_B_FLC_48hr,YST7,R23,FLC,9,11,14,0.35,0.27,0.35,45.7,,
220113_YST7_R24_A_FLC_48hr,YST7,R24,FLC,8,11,13,0.13,0.29,0.28,57.4,,
220113_YST7_R24_B_FLC_48hr,YST7,R24,FLC,8,11,13,0.07,0.24,0.23,67.4,,
220120_YST7_R24_A_FLC_48hr,YST7,R24,FLC,7,9,15,0.5,0.34,0.47,33.5,,
220120_YST7_R24_B_FLC_48hr,YST7,R24,FLC,9,10,14,0.15,0.17,0.29,50.6,,
211126_YST7_V1_A_BA_48h,YST7,V1,BA,8,8,9,0.1,0.09,0.14,84.2,,
211126_YST7_V1_B_BA_48h,YST7,V1,BA,8,10,10,0.08,0.13,0.12,88,,
220113_YST7_V1_A_BA_48hr,YST7,V1,BA,7,8,10,0.11,0.13,0.23,55.7,,
220113_YST7_V1_B_BA_48hr,YST7,V1,BA,9,10,11,0.09,0.12,0.16,59.3,,
211126_YST7_V2_A_BA_48h,YST7,V2,BA,9,10,11,0.09,0.11,0.16,82.4,,
211126_YST7_V2_B_BA_48h,YST7,V2,BA,8,9,10,0.07,0.08,0.13,93.2,,
220113_YST7_V2_A_BA_48hr,YST7,V2,BA,8,9,19,0.11,0.14,0.45,21.7,,
220113_YST7_V2_B_BA_48hr,YST7,V2,BA,7,9,12,0.13,0.19,0.28,35.8,,
211126_YST7_V3_A_BA_48h,YST7,V3,BA,8,9,11,0.06,0.09,0.19,93.5,,
211126_YST7_V3_B_BA_48h,YST7,V3,BA,8,9,10,0.07,0.11,0.16,88.9,,
220113_YST7_V3_A_BA_48hr,YST7,V3,BA,9,10,11,0.1,0.1,0.14,98.4,,
220113_YST7_V3_B_BA_48hr,YST7,V3,BA,7,8,9,0.15,0.17,0.22,93.9,,
211126_YST7_V4_A_BA_48h,YST7,V4,BA,9,9,10,0.07,0.07,0.11,99,,
211126_YST7_V4_B_BA_48h,YST7,V4,BA,9,10,11,0.08,0.12,0.17,73.2,,
220113_YST7_V4_A_BA_48hr,YST7,V4,BA,9,10,15,0.11,0.12,0.34,55.2,,
220113_YST7_V4_B_BA_48hr,YST7,V4,BA,9,11,18,0.15,0.16,0.43,50.7,,
211126_YST7_V5_A_BA_48h,YST7,V5,BA,9,10,11,0.08,0.12,0.17,96.9,,
211126_YST7_V5_B_BA_48h,YST7,V5,BA,9,10,11,0.06,0.08,0.12,102.8,,
220113_YST7_V5_A_BA_48hr,YST7,V5,BA,8,9,11,0.1,0.12,0.22,69.1,,
220113_YST7_V5_B_BA_48hr,YST7,V5,BA,8,9,11,0.08,0.08,0.18,73.5,,
211126_YST7_V6_A_BA_48h,YST7,V6,BA,8,9,10,0.06,0.08,0.12,93.4,,
211126_YST7_V6_B_BA_48h,YST7,V6,BA,8,9,13,0.06,0.09,0.33,66.8,,
220113_YST7_V6_A_BA_48hr,YST7,V6,BA,9,10,14,0.11,0.15,0.32,68,,
220113_YST7_V6_B_BA_48hr,YST7,V6,BA,9,10,11,0.09,0.12,0.16,74.2,,
211209_YST7_V7_A_BA_48hr,YST7,V7,BA,5,7,8,0.13,0.18,0.24,79.5,,
211209_YST7_V7_B_BA_48hr,YST7,V7,BA,8,9,11,0.09,0.13,0.19,100.5,,
220120_YST7_V7_A_BA_48hr,YST7,V7,BA,9,10,11,0.08,0.11,0.16,63.8,,
220120_YST7_V7_B_BA_48hr,YST7,V7,BA,9,10,12,0.1,0.11,0.2,57.7,,
211209_YST7_V8_A_BA_48hr,YST7,V8,BA,7,8,10,0.11,0.14,0.24,74.1,,
211209_YST7_V8_B_BA_48hr,YST7,V8,BA,7,8,10,0.1,0.12,0.2,82,,
220120_YST7_V8_A_BA_48hr,YST7,V8,BA,8,9,11,0.06,0.08,0.2,73.4,,
220120_YST7_V8_B_BA_48hr,YST7,V8,BA,10,10,11,0.08,0.07,0.11,85.1,,
211209_YST7_V9_A_BA_48hr,YST7,V9,BA,7,9,10,0.07,0.15,0.2,80.2,,
211209_YST7_V9_B_BA_48hr,YST7,V9,BA,7,8,10,0.08,0.11,0.21,66.5,,
220120_YST7_V9_A_BA_48hr,YST7,V9,BA,8,9,11,0.08,0.1,0.19,72.5,,
220120_YST7_V9_B_BA_48hr,YST7,V9,BA,8,9,11,0.13,0.16,0.25,57.2,,
211209_YST7_V10_A_BA_48hr,YST7,V10,BA,7,9,10,0.05,0.16,0.19,74.7,,
211209_YST7_V10_B_BA_48hr,YST7,V10,BA,7,8,10,0.11,0.15,0.26,68.3,,
220120_YST7_V10_A_BA_48hr,YST7,V10,BA,9,9,12,0.08,0.07,0.26,60.1,,
220120_YST7_V10_B_BA_48hr,YST7,V10,BA,7,8,11,0.09,0.1,0.27,42.4,,
211209_YST7_V11_A_BA_48hr,YST7,V11,BA,9,10,12,0.07,0.11,0.19,84.6,,
211209_YST7_V11_B_BA_48hr,YST7,V11,BA,7,8,12,0.11,0.12,0.34,36.4,,
220120_YST7_V11_A_BA_48hr,YST7,V11,BA,6,7,9,0.08,0.14,0.25,62.1,,
220120_YST7_V11_B_BA_48hr,YST7,V11,BA,8,9,11,0.08,0.1,0.2,70,,
211209_YST7_V12_A_BA_48hr,YST7,V12,BA,9,10,11,0.06,0.09,0.15,99.5,,
211209_YST7_V12_B_BA_48hr,YST7,V12,BA,7,8,10,0.09,0.12,0.23,74.9,,
220120_YST7_V12_A_BA_48hr,YST7,V12,BA,8,9,13,0.1,0.14,0.35,52.3,,
220120_YST7_V12_B_BA_48hr,YST7,V12,BA,8,9,11,0.09,0.1,0.2,54,,
211216_YST7_V13_A_BA_48hr,YST7,V13,BA,7,8,10,0.09,0.11,0.22,56.8,,
211216_YST7_V13_B_BA_48hr,YST7,V13,BA,7,8,12,0.11,0.13,0.35,50.6,,
220120_YST7_V13_A_BA_48hr,YST7,V13,BA,8,9,9,0.11,0.12,0.11,95.4,,
220120_YST7_V13_B_BA_48hr,YST7,V13,BA,5,6,8,0.08,0.12,0.26,84,,
211216_YST7_V14_A_BA_48hr,YST7,V14,BA,8,9,16,0.1,0.15,0.44,47.4,,
211216_YST7_V14_B_BA_48hr,YST7,V14,BA,8,9,10,0.08,0.11,0.16,74.2,,
220120_YST7_V14_A_BA_48hr,YST7,V14,BA,9,10,11,0.07,0.09,0.13,81,,
220120_YST7_V14_B_BA_48hr,YST7,V14,BA,7,8,10,0.09,0.1,0.2,79.4,,
211216_YST7_V15_A_BA_48hr,YST7,V15,BA,8,9,11,0.1,0.12,0.23,78,,
211216_YST7_V15_B_BA_48hr,YST7,V15,BA,8,9,14,0.07,0.08,0.37,61.8,,
220120_YST7_V15_A_BA_48hr,YST7,V15,BA,5,6,7,0.06,0.11,0.21,96.9,,
220120_YST7_V15_B_BA_48hr,YST7,V15,BA,9,10,11,0.07,0.11,0.17,90.6,,
211216_YST7_V16_A_BA_48hr,YST7,V16,BA,7,8,9,0.08,0.11,0.15,73.7,,
211216_YST7_V16_B_BA_48hr,YST7,V16,BA,7,8,9,0.09,0.12,0.18,69.6,,
220120_YST7_V16_A_BA_48hr,YST7,V16,BA,7,7,9,0.1,0.09,0.22,93.9,,
220120_YST7_V16_B_BA_48hr,YST7,V16,BA,8,8,9,0.1,0.09,0.12,101.2,,
211216_YST7_V17_A_BA_48hr,YST7,V17,BA,7,8,13,0.09,0.11,0.42,51.1,,
211216_YST7_V17_B_BA_48hr,YST7,V17,BA,9,10,11,0.05,0.08,0.12,80.9,,
220120_YST7_V17_A_BA_48hr,YST7,V17,BA,4,5,6,0.12,0.15,0.2,90.1,,
220120_YST7_V17_B_BA_48hr,YST7,V17,BA,7,7,8,0.1,0.09,0.13,87.1,,
211216_YST7_V18_A_BA_48hr,YST7,V18,BA,8,9,17,0.12,0.16,0.53,46.1,,
211216_YST7_V18_B_BA_48hr,YST7,V18,BA,6,7,10,0.09,0.12,0.3,51.8,,
220120_YST7_V18_A_BA_48hr,YST7,V18,BA,5,6,7,0.15,0.12,0.26,83.7,,
220120_YST7_V18_B_BA_48hr,YST7,V18,BA,8,9,10,0.1,0.13,0.18,86.1,,
220113_YST7_V19_A_BA_48hr,YST7,V19,BA,6,7,9,0.11,0.12,0.24,47.7,,
220113_YST7_V19_B_BA_48hr,YST7,V19,BA,6,7,9,0.09,0.13,0.26,63.9,,
220120_YST7_V19_A_BA_48hr,YST7,V19,BA,8,9,10,0.08,0.1,0.15,91.9,,
220120_YST7_V19_B_BA_48hr,YST7,V19,BA,7,8,9,0.11,0.11,0.16,103.3,,
220113_YST7_V20_A_BA_48hr,YST7,V20,BA,6,7,8,0.08,0.11,0.17,92.6,,
220113_YST7_V20_B_BA_48hr,YST7,V20,BA,6,7,8,0.1,0.12,0.17,75.3,,
220120_YST7_V20_A_BA_48hr,YST7,V20,BA,6,7,8,0.07,0.11,0.15,88,,
220120_YST7_V20_B_BA_48hr,YST7,V20,BA,8,9,11,0.08,0.1,0.19,81.5,,
220113_YST7_V21_A_BA_48hr,YST7,V21,BA,7,8,10,0.09,0.1,0.22,71.8,,
220113_YST7_V21_B_BA_48hr,YST7,V21,BA,8,9,10,0.08,0.12,0.16,97.7,,
220120_YST7_V21_A_BA_48hr,YST7,V21,BA,6,7,9,0.14,0.16,0.27,43.5,,
220120_YST7_V21_B_BA_48hr,YST7,V21,BA,8,9,11,0.09,0.11,0.21,65.9,,
220113_YST7_V22_A_BA_48hr,YST7,V22,BA,9,10,11,0.06,0.09,0.15,103.4,,
220113_YST7_V22_B_BA_48hr,YST7,V22,BA,6,7,9,0.15,0.12,0.23,85,,
220120_YST7_V22_A_BA_48hr,YST7,V22,BA,7,8,10,0.08,0.1,0.19,60.8,,
220120_YST7_V22_B_BA_48hr,YST7,V22,BA,7,9,11,0.06,0.18,0.26,57.9,,
220113_YST7_V23_A_BA_48hr,YST7,V23,BA,6,6,8,0.12,0.11,0.26,95.4,,
220113_YST7_V23_B_BA_48hr,YST7,V23,BA,9,10,14,0.08,0.09,0.28,72,,
220120_YST7_V23_A_BA_48hr,YST7,V23,BA,10,11,16,0.09,0.11,0.34,54.5,,
220120_YST7_V23_B_BA_48hr,YST7,V23,BA,7,8,9,0.08,0.14,0.18,66.7,,
220113_YST7_V24_A_BA_48hr,YST7,V24,BA,10,11,12,0.1,0.13,0.18,92.7,,
220113_YST7_V24_B_BA_48hr,YST7,V24,BA,7,8,9,0.1,0.14,0.2,94.4,,
220120_YST7_V24_A_BA_48hr,YST7,V24,BA,7,8,11,0.07,0.09,0.29,68.1,,
220120_YST7_V24_B_BA_48hr,YST7,V24,BA,3,4,6,0.08,0.16,0.31,31,,
211126_YST7_V1_A_FLC_48h,YST7,V1,FLC,5,9,13,0.27,0.4,0.4,38.5,,
211126_YST7_V1_B_FLC_48h,YST7,V1,FLC,5,8,12,0.18,0.31,0.37,51.8,,
220113_YST7_V1_A_FLC_48hr,YST7,V1,FLC,8,12,15,0.16,0.31,0.34,40.6,,
220113_YST7_V1_B_FLC_48hr,YST7,V1,FLC,8,10,14,0.15,0.17,0.3,51.2,,
211126_YST7_V2_A_FLC_48h,YST7,V2,FLC,6,9,12,0.2,0.33,0.35,54,,
211126_YST7_V2_A'_FLC_48h,YST7,V2,FLC,6,9,13,0.21,0.34,0.37,49.2,,
211126_YST7_V2_B_FLC_48h,YST7,V2,FLC,5,9,12,0.25,0.42,0.39,39.1,,
220113_YST7_V2_A_FLC_48hr,YST7,V2,FLC,10,13,20,0.23,0.25,0.38,33.1,,
220113_YST7_V2_B_FLC_48hr,YST7,V2,FLC,9,14,16,0.15,0.27,0.27,41,,
211126_YST7_V3_A_FLC_48h,YST7,V3,FLC,5,9,11,0.18,0.35,0.33,54.2,,
211126_YST7_V3_B_FLC_48h,YST7,V3,FLC,4,8,13,0.54,0.51,0.49,30,,
220113_YST7_V3_A_FLC_48hr,YST7,V3,FLC,7,9,11,0.13,0.21,0.26,81.8,,
220113_YST7_V3_B_FLC_48hr,YST7,V3,FLC,7,9,11,0.14,0.21,0.26,84.4,,
211126_YST7_V4_A_FLC_48h,YST7,V4,FLC,7,10,14,0.17,0.31,0.38,44.6,,
211126_YST7_V4_B_FLC_48h,YST7,V4,FLC,5,8,13,0.16,0.3,0.41,36,,
220113_YST7_V4_A_FLC_48hr,YST7,V4,FLC,8,10,14,0.15,0.2,0.32,65,,
220113_YST7_V4_B_FLC_48hr,YST7,V4,FLC,9,11,16,0.19,0.18,0.35,39.2,,
211126_YST7_V5_B_FLC_48h,YST7,V5,FLC,6,11,17,0.38,0.4,0.48,32.4,,
220113_YST7_V5_A_FLC_48hr,YST7,V5,FLC,8,10,13,0.08,0.19,0.27,73.2,,
220113_YST7_V5_B_FLC_48hr,YST7,V5,FLC,8,10,14,0.15,0.19,0.3,63.6,,
211126_YST7_V6_A_FLC_48h,YST7,V6,FLC,7,12,17,0.31,0.38,0.41,40.6,,
211126_YST7_V6_B_FLC_48h,YST7,V6,FLC,6,9,14,0.17,0.3,0.41,41.2,,
220113_YST7_V6_A_FLC_48hr,YST7,V6,FLC,8,9,12,0.14,0.17,0.28,61.5,,
220113_YST7_V6_B_FLC_48hr,YST7,V6,FLC,7,9,12,0.09,0.21,0.31,67.9,,
211209_YST7_V7_A_FLC_48hr,YST7,V7,FLC,6,7,11,0.16,0.2,0.37,47.4,,
211209_YST7_V7_B_FLC_48hr,YST7,V7,FLC,5,8,13,0.14,0.3,0.41,40.1,,
220120_YST7_V7_A_FLC_48hr,YST7,V7,FLC,9,10,14,0.1,0.15,0.28,60.5,,
220120_YST7_V7_B_FLC_48hr,YST7,V7,FLC,8,9,12,0.13,0.16,0.28,66,,
211209_YST7_V8_A_FLC_48hr,YST7,V8,FLC,5,7,11,0.12,0.25,0.38,50.5,,
211209_YST7_V8_B_FLC_48hr,YST7,V8,FLC,4,7,11,0.12,0.34,0.4,41.5,,
220120_YST7_V8_A_FLC_48hr,YST7,V8,FLC,7,9,12,0.13,0.18,0.3,66.3,,
220120_YST7_V8_B_FLC_48hr,YST7,V8,FLC,8,11,12,0.09,0.26,0.24,68.1,,
211209_YST7_V9_A_FLC_48hr,YST7,V9,FLC,6,8,12,0.2,0.26,0.39,43,,
211209_YST7_V9_B_FLC_48hr,YST7,V9,FLC,5,7,11,0.17,0.24,0.41,46.3,,
220120_YST7_V9_A_FLC_48hr,YST7,V9,FLC,7,10,11,0.16,0.27,0.24,75,,
220120_YST7_V9_B_FLC_48hr,YST7,V9,FLC,7,9,13,0.09,0.17,0.31,61.7,,
211209_YST7_V10_A_FLC_48hr,YST7,V10,FLC,6,8,12,0.15,0.25,0.38,46.4,,
211209_YST7_V10_B_FLC_48hr,YST7,V10,FLC,6,10,13,0.15,0.33,0.35,44.1,,
220120_YST7_V10_A_FLC_48hr,YST7,V10,FLC,7,9,12,0.09,0.17,0.27,63.9,,
220120_YST7_V10_B_FLC_48hr,YST7,V10,FLC,8,10,13,0.3,0.24,0.32,60.4,,
211209_YST7_V11_A_FLC_48hr,YST7,V11,FLC,6,8,13,0.08,0.22,0.36,40.1,,
211209_YST7_V11_B_FLC_48hr,YST7,V11,FLC,6,8,13,0.2,0.27,0.41,42.1,,
220120_YST7_V11_A_FLC_48hr,YST7,V11,FLC,7,10,12,0.11,0.24,0.26,58.6,,
220120_YST7_V11_B_FLC_48hr,YST7,V11,FLC,7,9,13,0.12,0.19,0.34,61.9,,
211209_YST7_V12_A_FLC_48hr,YST7,V12,FLC,6,8,12,0.18,0.27,0.38,47,,
211209_YST7_V12_B_FLC_48hr,YST7,V12,FLC,6,9,12,0.19,0.32,0.36,45.9,,
220120_YST7_V12_A_FLC_48hr,YST7,V12,FLC,8,10,12,0.15,0.21,0.25,62.1,,
220120_YST7_V12_B_FLC_48hr,YST7,V12,FLC,7,10,12,0.09,0.25,0.26,60,,
211216_YST7_V13_A_FLC_48hr,YST7,V13,FLC,7,9,13,0.1,0.18,0.31,54.6,,
211216_YST7_V13_B_FLC_48hr,YST7,V13,FLC,7,8,13,0.11,0.15,0.36,52.7,,
220120_YST7_V13_A_FLC_48hr,YST7,V13,FLC,7,10,12,0.19,0.27,0.28,83.5,,
220120_YST7_V13_B_FLC_48hr,YST7,V13,FLC,7,10,11,0.12,0.22,0.23,76.6,,
211216_YST7_V14_A_FLC_48hr,YST7,V14,FLC,7,10,12,0.07,0.26,0.26,58.2,,
211216_YST7_V14_B_FLC_48hr,YST7,V14,FLC,6,9,12,0.09,0.28,0.32,58.6,,
220120_YST7_V14_A_FLC_48hr,YST7,V14,FLC,7,9,12,0.16,0.22,0.3,68,,
220120_YST7_V14_B_FLC_48hr,YST7,V14,FLC,8,10,13,0.21,0.25,0.32,70.1,,
211216_YST7_V15_A_FLC_48hr,YST7,V15,FLC,7,8,12,0.08,0.12,0.3,60.6,,
211216_YST7_V15_B_FLC_48hr,YST7,V15,FLC,7,8,12,0.09,0.13,0.31,60.5,,
220120_YST7_V15_A_FLC_48hr,YST7,V15,FLC,7,9,12,0.18,0.2,0.3,75.1,,
220120_YST7_V15_B_FLC_48hr,YST7,V15,FLC,7,9,12,0.14,0.21,0.28,75.1,,
211216_YST7_V16_A_FLC_48hr,YST7,V16,FLC,8,9,13,0.1,0.16,0.34,54.2,,
211216_YST7_V16_B_FLC_48hr,YST7,V16,FLC,7,9,14,0.09,0.18,0.34,57.5,,
220120_YST7_V16_A_FLC_48hr,YST7,V16,FLC,7,9,12,0.19,0.22,0.3,76.1,,
220120_YST7_V16_B_FLC_48hr,YST7,V16,FLC,6,9,11,0.16,0.26,0.26,83.9,,
211216_YST7_V17_A_FLC_48hr,YST7,V17,FLC,7,9,13,0.11,0.18,0.31,57.5,,
211216_YST7_V17_B_FLC_48hr,YST7,V17,FLC,8,9,13,0.12,0.17,0.31,49.1,,
220120_YST7_V17_A_FLC_48hr,YST7,V17,FLC,7,10,12,0.14,0.24,0.27,84.9,,
220120_YST7_V17_B_FLC_48hr,YST7,V17,FLC,7,9,12,0.12,0.2,0.29,82.8,,
211216_YST7_V18_A_FLC_48hr,YST7,V18,FLC,7,8,14,0.06,0.1,0.35,49.3,,
211216_YST7_V18_B_FLC_48hr,YST7,V18,FLC,8,9,14,0.15,0.17,0.34,59.2,,
220120_YST7_V18_A_FLC_48hr,YST7,V18,FLC,7,8,11,0.17,0.18,0.29,92.2,,
220120_YST7_V18_B_FLC_48hr,YST7,V18,FLC,8,10,12,0.15,0.22,0.26,87.9,,
220113_YST7_V19_A_FLC_48hr,YST7,V19,FLC,6,8,10,0.18,0.24,0.29,63.1,,
220113_YST7_V19_B_FLC_48hr,YST7,V19,FLC,6,10,11,0.16,0.3,0.26,57.3,,
220120_YST7_V19_A_FLC_48hr,YST7,V19,FLC,7,9,12,0.21,0.26,0.3,74.9,,
220120_YST7_V19_B_FLC_48hr,YST7,V19,FLC,6,8,11,0.13,0.21,0.3,80.9,,
220113_YST7_V20_A_FLC_48hr,YST7,V20,FLC,7,10,12,0.17,0.27,0.28,76.1,,
220113_YST7_V20_B_FLC_48hr,YST7,V20,FLC,7,8,10,0.14,0.19,0.27,71.8,,
220120_YST7_V20_A_FLC_48hr,YST7,V20,FLC,6,8,10,0.63,0.37,0.37,76,,
220113_YST7_V21_A_FLC_48hr,YST7,V21,FLC,7,10,13,0.15,0.29,0.32,63.3,,
220113_YST7_V21_B_FLC_48hr,YST7,V21,FLC,8,10,13,0.18,0.26,0.3,67,,
220120_YST7_V21_A_FLC_48hr,YST7,V21,FLC,8,10,12,0.12,0.23,0.24,64.7,,
220120_YST7_V21_B_FLC_48hr,YST7,V21,FLC,8,11,14,0.15,0.26,0.29,54.6,,
220113_YST7_V22_A_FLC_48hr,YST7,V22,FLC,7,9,12,0.13,0.22,0.3,64.6,,
220113_YST7_V22_B_FLC_48hr,YST7,V22,FLC,7,9,12,0.16,0.25,0.3,64.5,,
220120_YST7_V22_A_FLC_48hr,YST7,V22,FLC,8,10,12,0.15,0.19,0.25,48.8,,
220120_YST7_V22_B_FLC_48hr,YST7,V22,FLC,9,12,15,0.17,0.27,0.29,53.4,,
220113_YST7_V23_A_FLC_48hr,YST7,V23,FLC,7,9,11,0.15,0.23,0.26,73.5,,
220113_YST7_V23_B_FLC_48hr,YST7,V23,FLC,7,9,12,0.2,0.23,0.29,65.3,,
220120_YST7_V23_A_FLC_48hr,YST7,V23,FLC,8,10,13,0.15,0.2,0.27,65.1,,
220120_YST7_V23_B_FLC_48hr,YST7,V23,FLC,8,10,13,0.09,0.21,0.27,52.9,,
220113_YST7_V24_A_FLC_48hr,YST7,V24,FLC,7,8,11,0.12,0.16,0.28,67.3,,
220113_YST7_V24_B_FLC_48hr,YST7,V24,FLC,6,8,12,0.14,0.2,0.34,67,,
220120_YST7_V24_A_FLC_48hr,YST7,V24,FLC,8,10,13,0.11,0.21,0.27,60,,
220120_YST7_V24_B_FLC_48hr,YST7,V24,FLC,8,9,14,0.17,0.16,0.35,55.7,,
