"","name","line","PlaceIsol","drug","RAD80","RAD50","RAD20","FoG80","FoG50","FoG20","slope","...12","...13","type","replicate"
"427","211209_YST7_R12_A_BA_48hr","YST7","R12","BA",8,9,10,0.09,0.12,0.18,80.4,NA,NA,"R",12
"428","211209_YST7_R12_B_BA_48hr","YST7","R12","BA",7,9,11,0.13,0.19,0.25,63.4,NA,NA,"R",12
"429","220113_YST7_R12_A_BA_48hr","YST7","R12","BA",8,9,17,0.12,0.15,0.49,37.9,NA,NA,"R",12
"430","220113_YST7_R12_B_BA_48hr","YST7","R12","BA",8,9,12,0.08,0.11,0.28,53.9,NA,NA,"R",12
"431","211216_YST7_R13_A_BA_48hr","YST7","R13","BA",8,9,14,0.09,0.11,0.37,51.8,NA,NA,"R",13
"432","211216_YST7_R13_B_BA_48hr","YST7","R13","BA",7,8,9,0.11,0.13,0.19,84,NA,NA,"R",13
"433","220120_YST7_R13_A_BA_48hr","YST7","R13","BA",8,10,11,0.08,0.13,0.17,74.4,NA,NA,"R",13
"434","220120_YST7_R13_B_BA_48hr","YST7","R13","BA",7,8,10,0.09,0.1,0.22,75.1,NA,NA,"R",13
"435","211216_YST7_R14_A_BA_48hr","YST7","R14","BA",8,9,13,0.08,0.12,0.34,58.7,NA,NA,"R",14
"436","211216_YST7_R14_B_BA_48hr","YST7","R14","BA",8,9,15,0.1,0.12,0.4,49.1,NA,NA,"R",14
"437","220120_YST7_R14_A_BA_48hr","YST7","R14","BA",8,10,16,0.1,0.13,0.41,51.4,NA,NA,"R",14
"438","220120_YST7_R14_B_BA_48hr","YST7","R14","BA",1,3,6,NA,0.52,0.63,13.3,NA,NA,"R",14
"439","211216_YST7_R15_A_BA_48hr","YST7","R15","BA",9,10,11,0.09,0.12,0.16,74.3,NA,NA,"R",15
"440","211216_YST7_R15_B_BA_48hr","YST7","R15","BA",7,9,13,0.1,0.17,0.38,56.8,NA,NA,"R",15
"441","220120_YST7_R15_A_BA_48hr","YST7","R15","BA",7,8,10,0.1,0.13,0.24,49.7,NA,NA,"R",15
"442","220120_YST7_R15_B_BA_48hr","YST7","R15","BA",0,1,1,NA,NA,NA,14.3,NA,NA,"R",15
"443","211216_YST7_R16_A_BA_48hr","YST7","R16","BA",8,9,12,0.11,0.15,0.3,52.7,NA,NA,"R",16
"444","211216_YST7_R16_B_BA_48hr","YST7","R16","BA",8,9,11,0.09,0.11,0.21,73.8,NA,NA,"R",16
"445","220120_YST7_R16_A_BA_48hr","YST7","R16","BA",6,7,9,0.14,0.19,0.3,37.8,NA,NA,"R",16
"446","220120_YST7_R16_B_BA_48hr","YST7","R16","BA",9,10,13,0.1,0.1,0.25,54.9,NA,NA,"R",16
"447","211216_YST7_R17_A_BA_48hr","YST7","R17","BA",7,8,10,0.09,0.1,0.22,78.8,NA,NA,"R",17
"448","211216_YST7_R17_B_BA_48hr","YST7","R17","BA",6,6,7,0.12,0.1,0.16,85.1,NA,NA,"R",17
"449","220120_YST7_R17_A_BA_48hr","YST7","R17","BA",8,10,13,0.11,0.17,0.3,49.5,NA,NA,"R",17
"450","220120_YST7_R17_B_BA_48hr","YST7","R17","BA",8,9,13,0.1,0.12,0.29,42.6,NA,NA,"R",17
"451","211216_YST7_R18_A_BA_48hr","YST7","R18","BA",6,6,7,0.14,0.12,0.16,84.7,NA,NA,"R",18
"452","211216_YST7_R18_B_BA_48hr","YST7","R18","BA",6,7,8,0.1,0.14,0.21,84.1,NA,NA,"R",18
"453","220120_YST7_R18_A_BA_48hr","YST7","R18","BA",9,10,13,0.09,0.12,0.26,56.2,NA,NA,"R",18
"454","220120_YST7_R18_B_BA_48hr","YST7","R18","BA",7,8,12,0.13,0.16,0.35,41.8,NA,NA,"R",18
"455","220113_YST7_R19_A_BA_48hr","YST7","R19","BA",6,7,9,0.12,0.14,0.26,85.2,NA,NA,"R",19
"456","220113_YST7_R19_B_BA_48hr","YST7","R19","BA",7,8,9,0.11,0.14,0.2,76.6,NA,NA,"R",19
"457","220120_YST7_R19_A_BA_48hr","YST7","R19","BA",8,11,13,0.15,0.19,0.27,40.7,NA,NA,"R",19
"458","220120_YST7_R19_B_BA_48hr","YST7","R19","BA",6,9,11,0.1,0.24,0.25,33,NA,NA,"R",19
"459","220113_YST7_R20_A_BA_48hr","YST7","R20","BA",6,7,8,0.1,0.15,0.18,82.5,NA,NA,"R",20
"460","220113_YST7_R20_B_BA_48hr","YST7","R20","BA",8,9,10,0.09,0.1,0.14,79.1,NA,NA,"R",20
"461","220120_YST7_R20_A_BA_48hr","YST7","R20","BA",7,9,12,0.1,0.2,0.31,42.9,NA,NA,"R",20
"462","220120_YST7_R20_B_BA_48hr","YST7","R20","BA",9,10,12,0.09,0.12,0.22,58.6,NA,NA,"R",20
"463","220113_YST7_R21_A_BA_48hr","YST7","R21","BA",7,7,8,0.11,0.1,0.14,75.3,NA,NA,"R",21
"464","220113_YST7_R21_B_BA_48hr","YST7","R21","BA",6,7,8,0.11,0.1,0.15,84.2,NA,NA,"R",21
"465","220120_YST7_R21_A_BA_48hr","YST7","R21","BA",8,9,23,0.1,0.13,0.57,32.5,NA,NA,"R",21
"466","220120_YST7_R21_B_BA_48hr","YST7","R21","BA",9,10,12,0.07,0.12,0.2,66.6,NA,NA,"R",21
"467","220113_YST7_R22_A_BA_48hr","YST7","R22","BA",7,8,9,0.11,0.16,0.19,88.7,NA,NA,"R",22
"468","220113_YST7_R22_B_BA_48hr","YST7","R22","BA",8,9,12,0.08,0.09,0.25,75,NA,NA,"R",22
"469","220120_YST7_R22_B_BA_48hr","YST7","R22","BA",4,5,6,0.34,0.23,0.28,18.7,NA,NA,"R",22
"470","220113_YST7_R23_A_BA_48hr","YST7","R23","BA",7,8,10,0.08,0.1,0.24,63.3,NA,NA,"R",23
"471","220113_YST7_R23_B_BA_48hr","YST7","R23","BA",6,7,8,0.12,0.16,0.21,63,NA,NA,"R",23
"472","220120_YST7_R23_A_BA_48hr","YST7","R23","BA",7,9,10,0.51,0.24,0.26,60.3,NA,NA,"R",23
"473","220120_YST7_R23_B_BA_48hr","YST7","R23","BA",4,5,6,0.19,0.2,0.22,27.1,NA,NA,"R",23
"474","220113_YST7_R24_A_BA_48hr","YST7","R24","BA",9,11,13,0.12,0.14,0.23,73.1,NA,NA,"R",24
"475","220113_YST7_R24_B_BA_48hr","YST7","R24","BA",6,7,9,0.09,0.12,0.24,65,NA,NA,"R",24
"476","220120_YST7_R24_A_BA_48hr","YST7","R24","BA",10,11,12,0.07,0.11,0.13,82.6,NA,NA,"R",24
"477","220120_YST7_R24_B_BA_48hr","YST7","R24","BA",8,9,11,0.07,0.09,0.18,77.7,NA,NA,"R",24
"478","211126_YST7_R1_A_FLC_48h","YST7","R1","FLC",7,9,12,0.14,0.23,0.3,50.9,NA,NA,"R",1
"479","211126_YST7_R1_B_FLC_48h","YST7","R1","FLC",6,9,14,0.17,0.37,0.4,32.4,NA,NA,"R",1
"480","220113_YST7_R1_A_FLC_48hr","YST7","R1","FLC",7,9,12,0.12,0.19,0.32,66.4,NA,NA,"R",1
"481","220113_YST7_R1_B_FLC_48hr","YST7","R1","FLC",7,8,12,0.14,0.15,0.31,63.2,NA,NA,"R",1
"482","211126_YST7_R2_A_FLC_48h","YST7","R2","FLC",6,11,17,0.29,0.4,0.44,42,NA,NA,"R",2
"483","211126_YST7_R2_B_FLC_48h","YST7","R2","FLC",6,10,15,0.47,0.41,0.43,38.2,NA,NA,"R",2
"484","220113_YST7_R2_A_FLC_48hr","YST7","R2","FLC",7,9,12,0.15,0.18,0.27,72.4,NA,NA,"R",2
"485","220113_YST7_R2_B_FLC_48hr","YST7","R2","FLC",8,9,13,0.13,0.17,0.32,62.9,NA,NA,"R",2
"486","211126_YST7_R3_A_FLC_48h","YST7","R3","FLC",6,12,16,0.3,0.43,0.4,38.2,NA,NA,"R",3
"487","211126_YST7_R3_B_FLC_48h","YST7","R3","FLC",5,9,11,0.27,0.4,0.36,45.3,NA,NA,"R",3
"488","211126_YST7_R3_B'_FLC_48h","YST7","R3","FLC",5,9,11,0.28,0.41,0.34,49.4,NA,NA,"R",3
"489","220113_YST7_R3_A_FLC_48hr","YST7","R3","FLC",8,9,12,0.17,0.18,0.3,65.1,NA,NA,"R",3
"490","220113_YST7_R3_B_FLC_48hr","YST7","R3","FLC",9,11,14,0.18,0.23,0.28,77.7,NA,NA,"R",3
"491","211126_YST7_R4_A_FLC_48h","YST7","R4","FLC",5,8,13,0.32,0.38,0.43,37.6,NA,NA,"R",4
"492","211126_YST7_R4_B_FLC_48h","YST7","R4","FLC",4,9,11,0.2,0.46,0.38,43.4,NA,NA,"R",4
"493","220113_YST7_R4_A_FLC_48hr","YST7","R4","FLC",8,10,12,0.15,0.17,0.23,68.3,NA,NA,"R",4
"494","220113_YST7_R4_B_FLC_48hr","YST7","R4","FLC",8,10,14,0.15,0.18,0.32,48.4,NA,NA,"R",4
"495","211126_YST7_R5_A_FLC_48h","YST7","R5","FLC",6,9,14,0.09,0.27,0.38,45.1,NA,NA,"R",5
"496","211126_YST7_R5_B_FLC_48h","YST7","R5","FLC",5,11,13,0.28,0.48,0.38,38.6,NA,NA,"R",5
"497","220113_YST7_R5_A_FLC_48hr","YST7","R5","FLC",8,10,13,0.15,0.21,0.28,70.5,NA,NA,"R",5
"498","220113_YST7_R5_B_FLC_48hr","YST7","R5","FLC",7,8,12,0.08,0.12,0.29,61,NA,NA,"R",5
"499","220113_YST7_R6_A_FLC_48hr","YST7","R6","FLC",7,8,11,0.15,0.19,0.32,54.3,NA,NA,"R",6
"500","220113_YST7_R6_B_FLC_48hr","YST7","R6","FLC",8,10,12,0.11,0.22,0.23,57.5,NA,NA,"R",6
"501","211209_YST7_R7_A_FLC_48hr","YST7","R7","FLC",5,6,10,0.18,0.23,0.44,43.2,NA,NA,"R",7
"502","211209_YST7_R7_B_FLC_48hr","YST7","R7","FLC",5,9,11,0.22,0.41,0.37,41.5,NA,NA,"R",7
"503","220113_YST7_R7_A_FLC_48hr","YST7","R7","FLC",8,10,13,0.17,0.25,0.31,59.6,NA,NA,"R",7
"504","220113_YST7_R7_B_FLC_48hr","YST7","R7","FLC",8,11,14,0.14,0.23,0.27,74.2,NA,NA,"R",7
"505","211209_YST7_R8_A_FLC_48hr","YST7","R8","FLC",6,9,13,0.17,0.29,0.36,44.6,NA,NA,"R",8
"506","211209_YST7_R8_B_FLC_48hr","YST7","R8","FLC",6,10,14,0.12,0.34,0.36,48.5,NA,NA,"R",8
"507","220113_YST7_R8_A_FLC_48hr","YST7","R8","FLC",8,11,15,0.14,0.25,0.32,55.4,NA,NA,"R",8
"508","220113_YST7_R8_B_FLC_48hr","YST7","R8","FLC",8,9,14,0.08,0.14,0.32,47,NA,NA,"R",8
"509","211209_YST7_R9_A_FLC_48hr","YST7","R9","FLC",6,9,12,0.21,0.31,0.35,46.9,NA,NA,"R",9
"510","211209_YST7_R9_B_FLC_48hr","YST7","R9","FLC",6,9,12,0.18,0.32,0.33,41.4,NA,NA,"R",9
"511","220113_YST7_R9_A_FLC_48hr","YST7","R9","FLC",8,10,13,0.16,0.26,0.3,48.6,NA,NA,"R",9
"512","220113_YST7_R9_B_FLC_48hr","YST7","R9","FLC",8,9,14,0.15,0.14,0.33,51.8,NA,NA,"R",9
"513","211209_YST7_R10_A_FLC_48hr","YST7","R10","FLC",6,9,14,0.12,0.27,0.37,41,NA,NA,"R",10
"514","211209_YST7_R10_B_FLC_48hr","YST7","R10","FLC",6,8,13,0.22,0.26,0.4,45.5,NA,NA,"R",10
"515","220113_YST7_R10_A_FLC_48hr","YST7","R10","FLC",6,8,10,0.17,0.24,0.28,66.1,NA,NA,"R",10
"516","220113_YST7_R10_B_FLC_48hr","YST7","R10","FLC",7,9,12,0.17,0.23,0.3,63.5,NA,NA,"R",10
"517","211209_YST7_R11_A_FLC_48hr","YST7","R11","FLC",7,12,14,0.16,0.39,0.34,45.9,NA,NA,"R",11
"518","211209_YST7_R11_B_FLC_48hr","YST7","R11","FLC",6,9,14,0.16,0.29,0.38,37.8,NA,NA,"R",11
"519","220113_YST7_R11_A_FLC_48hr","YST7","R11","FLC",8,10,13,0.15,0.2,0.29,70.3,NA,NA,"R",11
"520","220113_YST7_R11_B_FLC_48hr","YST7","R11","FLC",7,8,11,0.13,0.16,0.28,60.7,NA,NA,"R",11
"521","211209_YST7_R12_A_FLC_48hr","YST7","R12","FLC",6,12,14,0.15,0.38,0.33,37.1,NA,NA,"R",12
"522","211209_YST7_R12_B_FLC_48hr","YST7","R12","FLC",6,8,15,0.12,0.26,0.42,21.9,NA,NA,"R",12
"523","220113_YST7_R12_A_FLC_48hr","YST7","R12","FLC",8,10,14,0.11,0.2,0.31,56,NA,NA,"R",12
"524","220113_YST7_R12_B_FLC_48hr","YST7","R12","FLC",8,11,13,0.14,0.24,0.26,64.1,NA,NA,"R",12
"525","211216_YST7_R13_A_FLC_48hr","YST7","R13","FLC",7,9,13,0.14,0.25,0.33,53.6,NA,NA,"R",13
"526","211216_YST7_R13_B_FLC_48hr","YST7","R13","FLC",6,10,12,0.09,0.32,0.32,48.9,NA,NA,"R",13
"527","220120_YST7_R13_A_FLC_48hr","YST7","R13","FLC",8,10,14,0.21,0.17,0.29,45.3,NA,NA,"R",13
"528","220120_YST7_R13_B_FLC_48hr","YST7","R13","FLC",8,13,16,0.2,0.29,0.34,36,NA,NA,"R",13
"529","211216_YST7_R14_A_FLC_48hr","YST7","R14","FLC",7,9,13,0.17,0.24,0.35,50.6,NA,NA,"R",14
"530","211216_YST7_R14_B_FLC_48hr","YST7","R14","FLC",7,9,13,0.17,0.23,0.36,57.3,NA,NA,"R",14
"531","220120_YST7_R14_A_FLC_48hr","YST7","R14","FLC",8,11,15,0.21,0.24,0.33,42.5,NA,NA,"R",14
"532","220120_YST7_R14_B_FLC_48hr","YST7","R14","FLC",8,11,18,0.12,0.23,0.39,44.7,NA,NA,"R",14
"533","211216_YST7_R15_A_FLC_48hr","YST7","R15","FLC",6,8,11,0.12,0.2,0.31,57.4,NA,NA,"R",15
"534","211216_YST7_R15_B_FLC_48hr","YST7","R15","FLC",7,11,13,0.15,0.32,0.3,64.6,NA,NA,"R",15
"535","220120_YST7_R15_A_FLC_48hr","YST7","R15","FLC",8,11,13,0.11,0.25,0.25,67.5,NA,NA,"R",15
"536","220120_YST7_R15_B_FLC_48hr","YST7","R15","FLC",8,11,13,0.21,0.25,0.28,59.4,NA,NA,"R",15
"537","211216_YST7_R16_A_FLC_48hr","YST7","R16","FLC",7,9,13,0.12,0.17,0.31,59.4,NA,NA,"R",16
"538","211216_YST7_R16_B_FLC_48hr","YST7","R16","FLC",7,9,14,0.1,0.21,0.35,51.1,NA,NA,"R",16
"539","220120_YST7_R16_A_FLC_48hr","YST7","R16","FLC",7,10,14,0.21,0.27,0.35,35.8,NA,NA,"R",16
"540","220120_YST7_R16_B_FLC_48hr","YST7","R16","FLC",8,11,16,0.29,0.3,0.41,39.1,NA,NA,"R",16
"541","211216_YST7_R17_A_FLC_48hr","YST7","R17","FLC",6,7,11,0.12,0.15,0.35,70.5,NA,NA,"R",17
"542","211216_YST7_R17_B_FLC_48hr","YST7","R17","FLC",6,7,11,0.16,0.19,0.35,59,NA,NA,"R",17
"543","220120_YST7_R17_A_FLC_48hr","YST7","R17","FLC",7,9,13,0.2,0.2,0.32,53.3,NA,NA,"R",17
"544","220120_YST7_R17_B_FLC_48hr","YST7","R17","FLC",7,10,14,0.19,0.26,0.33,45.3,NA,NA,"R",17
"545","211216_YST7_R18_A_FLC_48hr","YST7","R18","FLC",6,7,11,0.15,0.19,0.39,62.1,NA,NA,"R",18
"546","211216_YST7_R18_B_FLC_48hr","YST7","R18","FLC",6,7,11,0.15,0.17,0.38,66.5,NA,NA,"R",18
"547","220120_YST7_R18_A_FLC_48hr","YST7","R18","FLC",7,9,13,0.22,0.21,0.32,59.8,NA,NA,"R",18
"548","220120_YST7_R18_B_FLC_48hr","YST7","R18","FLC",7,9,13,0.19,0.22,0.33,57,NA,NA,"R",18
"549","220113_YST7_R19_A_FLC_48hr","YST7","R19","FLC",7,8,12,0.16,0.13,0.31,60,NA,NA,"R",19
"550","220113_YST7_R19_B_FLC_48hr","YST7","R19","FLC",7,9,12,0.09,0.18,0.29,74.6,NA,NA,"R",19
"551","220120_YST7_R19_A_FLC_48hr","YST7","R19","FLC",8,9,13,0.15,0.17,0.32,59.8,NA,NA,"R",19
"552","220120_YST7_R19_B_FLC_48hr","YST7","R19","FLC",6,8,11,0.6,0.36,0.38,62,NA,NA,"R",19
"553","220113_YST7_R20_A_FLC_48hr","YST7","R20","FLC",7,8,11,0.21,0.2,0.32,67.6,NA,NA,"R",20
"554","220113_YST7_R20_B_FLC_48hr","YST7","R20","FLC",8,9,13,0.13,0.15,0.3,71.1,NA,NA,"R",20
"555","220120_YST7_R20_A_FLC_48hr","YST7","R20","FLC",7,9,14,0.12,0.18,0.35,54.6,NA,NA,"R",20
"556","220120_YST7_R20_B_FLC_48hr","YST7","R20","FLC",8,11,14,0.09,0.25,0.29,54.6,NA,NA,"R",20
"557","220113_YST7_R21_A_FLC_48hr","YST7","R21","FLC",7,9,12,0.2,0.2,0.3,61,NA,NA,"R",21
"558","220113_YST7_R21_B_FLC_48hr","YST7","R21","FLC",7,9,12,0.17,0.21,0.29,55.9,NA,NA,"R",21
"559","220120_YST7_R21_A_FLC_48hr","YST7","R21","FLC",8,10,14,0.12,0.21,0.31,54,NA,NA,"R",21
"560","220120_YST7_R21_B_FLC_48hr","YST7","R21","FLC",8,10,15,0.21,0.23,0.34,54.3,NA,NA,"R",21
"561","220113_YST7_R22_A_FLC_48hr","YST7","R22","FLC",8,9,13,0.12,0.18,0.3,61.7,NA,NA,"R",22
"562","220113_YST7_R22_B_FLC_48hr","YST7","R22","FLC",7,10,13,0.2,0.25,0.34,58,NA,NA,"R",22
"563","220120_YST7_R22_A_FLC_48hr","YST7","R22","FLC",7,9,13,0.29,0.3,0.35,44.7,NA,NA,"R",22
"564","220120_YST7_R22_B_FLC_48hr","YST7","R22","FLC",8,10,13,0.13,0.2,0.28,60.1,NA,NA,"R",22
"565","220113_YST7_R23_A_FLC_48hr","YST7","R23","FLC",8,9,13,0.17,0.16,0.31,56,NA,NA,"R",23
"566","220113_YST7_R23_B_FLC_48hr","YST7","R23","FLC",7,9,12,0.18,0.2,0.31,58.9,NA,NA,"R",23
"567","220120_YST7_R23_A_FLC_48hr","YST7","R23","FLC",8,10,13,0.19,0.24,0.28,55.7,NA,NA,"R",23
"568","220120_YST7_R23_B_FLC_48hr","YST7","R23","FLC",9,11,14,0.35,0.27,0.35,45.7,NA,NA,"R",23
"569","220113_YST7_R24_A_FLC_48hr","YST7","R24","FLC",8,11,13,0.13,0.29,0.28,57.4,NA,NA,"R",24
"570","220113_YST7_R24_B_FLC_48hr","YST7","R24","FLC",8,11,13,0.07,0.24,0.23,67.4,NA,NA,"R",24
"571","220120_YST7_R24_A_FLC_48hr","YST7","R24","FLC",7,9,15,0.5,0.34,0.47,33.5,NA,NA,"R",24
"572","220120_YST7_R24_B_FLC_48hr","YST7","R24","FLC",9,10,14,0.15,0.17,0.29,50.6,NA,NA,"R",24
"573","211126_YST7_V1_A_BA_48h","YST7","V1","BA",8,8,9,0.1,0.09,0.14,84.2,NA,NA,"V",1
"574","211126_YST7_V1_B_BA_48h","YST7","V1","BA",8,10,10,0.08,0.13,0.12,88,NA,NA,"V",1
"575","220113_YST7_V1_A_BA_48hr","YST7","V1","BA",7,8,10,0.11,0.13,0.23,55.7,NA,NA,"V",1
"576","220113_YST7_V1_B_BA_48hr","YST7","V1","BA",9,10,11,0.09,0.12,0.16,59.3,NA,NA,"V",1
"577","211126_YST7_V2_A_BA_48h","YST7","V2","BA",9,10,11,0.09,0.11,0.16,82.4,NA,NA,"V",2
"578","211126_YST7_V2_B_BA_48h","YST7","V2","BA",8,9,10,0.07,0.08,0.13,93.2,NA,NA,"V",2
"579","220113_YST7_V2_A_BA_48hr","YST7","V2","BA",8,9,19,0.11,0.14,0.45,21.7,NA,NA,"V",2
"580","220113_YST7_V2_B_BA_48hr","YST7","V2","BA",7,9,12,0.13,0.19,0.28,35.8,NA,NA,"V",2
"581","211126_YST7_V3_A_BA_48h","YST7","V3","BA",8,9,11,0.06,0.09,0.19,93.5,NA,NA,"V",3
"582","211126_YST7_V3_B_BA_48h","YST7","V3","BA",8,9,10,0.07,0.11,0.16,88.9,NA,NA,"V",3
"583","220113_YST7_V3_A_BA_48hr","YST7","V3","BA",9,10,11,0.1,0.1,0.14,98.4,NA,NA,"V",3
"584","220113_YST7_V3_B_BA_48hr","YST7","V3","BA",7,8,9,0.15,0.17,0.22,93.9,NA,NA,"V",3
"585","211126_YST7_V4_A_BA_48h","YST7","V4","BA",9,9,10,0.07,0.07,0.11,99,NA,NA,"V",4
"586","211126_YST7_V4_B_BA_48h","YST7","V4","BA",9,10,11,0.08,0.12,0.17,73.2,NA,NA,"V",4
"587","220113_YST7_V4_A_BA_48hr","YST7","V4","BA",9,10,15,0.11,0.12,0.34,55.2,NA,NA,"V",4
"588","220113_YST7_V4_B_BA_48hr","YST7","V4","BA",9,11,18,0.15,0.16,0.43,50.7,NA,NA,"V",4
"589","211126_YST7_V5_A_BA_48h","YST7","V5","BA",9,10,11,0.08,0.12,0.17,96.9,NA,NA,"V",5
"590","211126_YST7_V5_B_BA_48h","YST7","V5","BA",9,10,11,0.06,0.08,0.12,102.8,NA,NA,"V",5
"591","220113_YST7_V5_A_BA_48hr","YST7","V5","BA",8,9,11,0.1,0.12,0.22,69.1,NA,NA,"V",5
"592","220113_YST7_V5_B_BA_48hr","YST7","V5","BA",8,9,11,0.08,0.08,0.18,73.5,NA,NA,"V",5
"593","211126_YST7_V6_A_BA_48h","YST7","V6","BA",8,9,10,0.06,0.08,0.12,93.4,NA,NA,"V",6
"594","211126_YST7_V6_B_BA_48h","YST7","V6","BA",8,9,13,0.06,0.09,0.33,66.8,NA,NA,"V",6
"595","220113_YST7_V6_A_BA_48hr","YST7","V6","BA",9,10,14,0.11,0.15,0.32,68,NA,NA,"V",6
"596","220113_YST7_V6_B_BA_48hr","YST7","V6","BA",9,10,11,0.09,0.12,0.16,74.2,NA,NA,"V",6
"597","211209_YST7_V7_A_BA_48hr","YST7","V7","BA",5,7,8,0.13,0.18,0.24,79.5,NA,NA,"V",7
"598","211209_YST7_V7_B_BA_48hr","YST7","V7","BA",8,9,11,0.09,0.13,0.19,100.5,NA,NA,"V",7
"599","220120_YST7_V7_A_BA_48hr","YST7","V7","BA",9,10,11,0.08,0.11,0.16,63.8,NA,NA,"V",7
"600","220120_YST7_V7_B_BA_48hr","YST7","V7","BA",9,10,12,0.1,0.11,0.2,57.7,NA,NA,"V",7
"601","211209_YST7_V8_A_BA_48hr","YST7","V8","BA",7,8,10,0.11,0.14,0.24,74.1,NA,NA,"V",8
"602","211209_YST7_V8_B_BA_48hr","YST7","V8","BA",7,8,10,0.1,0.12,0.2,82,NA,NA,"V",8
"603","220120_YST7_V8_A_BA_48hr","YST7","V8","BA",8,9,11,0.06,0.08,0.2,73.4,NA,NA,"V",8
"604","220120_YST7_V8_B_BA_48hr","YST7","V8","BA",10,10,11,0.08,0.07,0.11,85.1,NA,NA,"V",8
"605","211209_YST7_V9_A_BA_48hr","YST7","V9","BA",7,9,10,0.07,0.15,0.2,80.2,NA,NA,"V",9
"606","211209_YST7_V9_B_BA_48hr","YST7","V9","BA",7,8,10,0.08,0.11,0.21,66.5,NA,NA,"V",9
"607","220120_YST7_V9_A_BA_48hr","YST7","V9","BA",8,9,11,0.08,0.1,0.19,72.5,NA,NA,"V",9
"608","220120_YST7_V9_B_BA_48hr","YST7","V9","BA",8,9,11,0.13,0.16,0.25,57.2,NA,NA,"V",9
"609","211209_YST7_V10_A_BA_48hr","YST7","V10","BA",7,9,10,0.05,0.16,0.19,74.7,NA,NA,"V",10
"610","211209_YST7_V10_B_BA_48hr","YST7","V10","BA",7,8,10,0.11,0.15,0.26,68.3,NA,NA,"V",10
"611","220120_YST7_V10_A_BA_48hr","YST7","V10","BA",9,9,12,0.08,0.07,0.26,60.1,NA,NA,"V",10
"612","220120_YST7_V10_B_BA_48hr","YST7","V10","BA",7,8,11,0.09,0.1,0.27,42.4,NA,NA,"V",10
"613","211209_YST7_V11_A_BA_48hr","YST7","V11","BA",9,10,12,0.07,0.11,0.19,84.6,NA,NA,"V",11
"614","211209_YST7_V11_B_BA_48hr","YST7","V11","BA",7,8,12,0.11,0.12,0.34,36.4,NA,NA,"V",11
"615","220120_YST7_V11_A_BA_48hr","YST7","V11","BA",6,7,9,0.08,0.14,0.25,62.1,NA,NA,"V",11
"616","220120_YST7_V11_B_BA_48hr","YST7","V11","BA",8,9,11,0.08,0.1,0.2,70,NA,NA,"V",11
"617","211209_YST7_V12_A_BA_48hr","YST7","V12","BA",9,10,11,0.06,0.09,0.15,99.5,NA,NA,"V",12
"618","211209_YST7_V12_B_BA_48hr","YST7","V12","BA",7,8,10,0.09,0.12,0.23,74.9,NA,NA,"V",12
"619","220120_YST7_V12_A_BA_48hr","YST7","V12","BA",8,9,13,0.1,0.14,0.35,52.3,NA,NA,"V",12
"620","220120_YST7_V12_B_BA_48hr","YST7","V12","BA",8,9,11,0.09,0.1,0.2,54,NA,NA,"V",12
"621","211216_YST7_V13_A_BA_48hr","YST7","V13","BA",7,8,10,0.09,0.11,0.22,56.8,NA,NA,"V",13
"622","211216_YST7_V13_B_BA_48hr","YST7","V13","BA",7,8,12,0.11,0.13,0.35,50.6,NA,NA,"V",13
"623","220120_YST7_V13_A_BA_48hr","YST7","V13","BA",8,9,9,0.11,0.12,0.11,95.4,NA,NA,"V",13
"624","220120_YST7_V13_B_BA_48hr","YST7","V13","BA",5,6,8,0.08,0.12,0.26,84,NA,NA,"V",13
"625","211216_YST7_V14_A_BA_48hr","YST7","V14","BA",8,9,16,0.1,0.15,0.44,47.4,NA,NA,"V",14
"626","211216_YST7_V14_B_BA_48hr","YST7","V14","BA",8,9,10,0.08,0.11,0.16,74.2,NA,NA,"V",14
"627","220120_YST7_V14_A_BA_48hr","YST7","V14","BA",9,10,11,0.07,0.09,0.13,81,NA,NA,"V",14
"628","220120_YST7_V14_B_BA_48hr","YST7","V14","BA",7,8,10,0.09,0.1,0.2,79.4,NA,NA,"V",14
"629","211216_YST7_V15_A_BA_48hr","YST7","V15","BA",8,9,11,0.1,0.12,0.23,78,NA,NA,"V",15
"630","211216_YST7_V15_B_BA_48hr","YST7","V15","BA",8,9,14,0.07,0.08,0.37,61.8,NA,NA,"V",15
"631","220120_YST7_V15_A_BA_48hr","YST7","V15","BA",5,6,7,0.06,0.11,0.21,96.9,NA,NA,"V",15
"632","220120_YST7_V15_B_BA_48hr","YST7","V15","BA",9,10,11,0.07,0.11,0.17,90.6,NA,NA,"V",15
"633","211216_YST7_V16_A_BA_48hr","YST7","V16","BA",7,8,9,0.08,0.11,0.15,73.7,NA,NA,"V",16
"634","211216_YST7_V16_B_BA_48hr","YST7","V16","BA",7,8,9,0.09,0.12,0.18,69.6,NA,NA,"V",16
"635","220120_YST7_V16_A_BA_48hr","YST7","V16","BA",7,7,9,0.1,0.09,0.22,93.9,NA,NA,"V",16
"636","220120_YST7_V16_B_BA_48hr","YST7","V16","BA",8,8,9,0.1,0.09,0.12,101.2,NA,NA,"V",16
"637","211216_YST7_V17_A_BA_48hr","YST7","V17","BA",7,8,13,0.09,0.11,0.42,51.1,NA,NA,"V",17
"638","211216_YST7_V17_B_BA_48hr","YST7","V17","BA",9,10,11,0.05,0.08,0.12,80.9,NA,NA,"V",17
